id,when,sex,vols,counter
B1157,T3,M,3,1
B1158,T3,F,3,1
B1159,T3,F,3,1
B1160,T3,F,3,1
B1161,T3,F,3,1
B1162,T3,F,3,1
B1163,T3,F,3,1
B1164,T3,F,3,1
B1165,T3,F,3,1
B1166,T3,U,3,1
B1167,T3,U,3,1
B1168,T3,U,3,1
B1169,T3,F,3,1
B1170,T3,F,3,1
B1171,T3,F,3,1
B1172,T3,M,3,1
B1173,T3,F,3,1
B1174,T3,F,3,1
B1175,T3,F,3,1
B1176,T3,F,3,1
B1177,T3,F,3,1
B1178,T3,F,3,1
B1179,T3,F,3,1
B1180,T3,F,3,1
B1181,T3,U,3,1
B1182,T3,F,3,1
B1183,T3,F,3,1
B1184,T3,F,3,1
B1185,T3,F,3,1
B1186,T3,F,3,1
B1187,T3,M,3,1
B1188,T3,F,3,1
B1189,T3,F,3,1
B1190,T3,M,3,1
B1191,T3,F,3,1
B1192,T3,F,3,1
B1193,T3,F,3,1
B1194,T3,F,3,1
B1195,T3,F,3,1
B1196,T3,F,3,1
B1197,T3,F,3,1
B1198,T3,F,3,1
B1199,T3,M,3,1
B1200,T3,F,3,1
B1201,T3,F,2,1
B1202,T3,F,3,1
B1203,T3,F,3,1
B1204,T3,F,3,1
B1205,T3,F,3,1
B1207,T3,M,3,1
B1208,T3,M,3,1
B1209,T3,M,3,1
B1210,T3,F,3,1
B1211,T3,F,3,1
B1212,T3,F,3,1
B1213,T3,F,3,1
B1214,T3,F,3,1
B1215,T3,F,3,1
B1216,T3,F,3,1
B1217,T3,F,3,1
B1218,T3,M,3,1
B1219,T3,M,3,1
B1220,T3,M,3,1
B1221,T3,M,3,1
B1222,T3,M,3,1
B1223,T3,M,3,1
B1224,T3,M,3,1
B1225,T3,M,3,1
B1226,T3,M,3,1
B1227,T3,F,3,1
B1228,T3,F,3,1
B1229,T3,F,3,1
B1230,T3,F,3,1
B1231,T3,F,3,1
B1232,T3,F,3,1
B1233,T3,F,3,1
B1234,T3,F,3,1
B1235,T3,F,3,1
B1236,T3,F,3,1
B1237,T3,F,3,1
B1238,T3,F,3,1
B1239,T3,U,3,1
B1240,T3,U,3,1
B1241,T3,M,3,1
B1242,T3,M,3,1
B1243,T3,M,3,1
B1244,T3,M,3,1
B1245,T3,F,3,1
B1246,T3,M,3,1
B1247,T3,M,3,1
B1248,T3,M,3,1
B1249,T3,M,3,1
B1250,T3,U,3,1
B1251,T3,F,3,1
B1252,T3,F,3,1
B1253,T3,M,3,1
B1254,T3,M,3,1
B1255,T3,F,3,1
B1256,T3,F,3,1
B1257,T3,F,3,1
B1258,T3,F,3,1
B1259,T3,F,3,1
B1260,T3,F,3,1
B1261,T3,F,3,1
B1262,T3,F,3,1
B1263,T3,F,3,1
B1264,T3,F,3,1
B1265,T3,M,3,1
B1266,T3,M,3,1
B1267,T3,M,3,1
B1268,T3,M,3,1
B1269,T3,M,3,1
B1270,T3,M,3,1
B1271,T3,M,3,1
B1272,T3,M,3,1
B1273,T3,M,3,1
B1274,T3,M,3,1
B1275,T3,F,3,1
B1276,T3,F,3,1
B1277,T3,F,3,1
B1278,T3,F,3,1
B1279,T3,F,3,1
B1280,T3,F,3,1
B1281,T3,F,3,1
B1282,T3,F,3,1
B1283,T3,F,3,1
B1284,T3,F,3,1
B1285,T3,M,3,1
B1286,T3,M,3,1
B1287,T3,M,3,1
B1288,T3,F,3,1
B1289,T3,F,3,1
B1290,T3,M,3,1
B1291,T3,M,3,1
B1292,T3,M,3,1
B1293,T3,M,3,1
B1294,T3,M,3,1
B1295,T3,M,3,1
B1296,T3,M,3,1
B1297,T3,M,3,1
B1298,T3,M,3,1
B1299,T3,M,3,1
B1300,T3,M,3,1
B1301,T3,F,3,1
B1302,T3,M,3,1
B1303,T3,M,3,1
B1304,T3,M,3,1
B1305,T3,M,3,1
B1306,T3,F,3,1
B1307,T3,F,3,1
B1308,T3,F,3,1
B1309,T3,F,3,1
B1310,T3,F,3,1
B1311,T3,F,3,1
B1312,T3,F,3,1
B1313,T3,F,3,1
B1314,T3,F,3,1
B1315,T3,F,3,1
B1316,T3,F,3,1
B1317,T3,F,3,1
B1318,T3,F,3,1
B1319,T3,M,3,1
B1320,T3,F,3,1
B1321,T3,F,3,1
B1322,T3,F,3,1
B1323,T3,F,3,1
B1324,T3,F,3,1
B1325,T3,F,3,1
B1326,T3,F,3,1
B1327,T3,F,3,1
B1328,T3,F,3,1
B1329,T3,F,3,1
B1330,T3,F,3,1
B1331,T3,M,3,1
B1332,T3,M,3,1
B1333,T3,M,3,1
B1334,T3,F,3,1
B1335,T3,F,3,1
B1336,T3,M,3,1
B1337,T3,F,3,1
B1338,T3,F,3,1
B1339,T3,F,3,1
B1340,T3,F,3,1
B1341,T3,M,3,1
B1342,T3,F,3,1
B1343,T3,M,3,1
B1344,T3,U,3,1
B1345,T3,M,3,1
B1346,T3,M,3,1
B1347,T3,M,3,1
B1348,T3,M,3,1
B1349,T3,F,3,1
B1350,T3,F,3,1
B1351,T3,M,3,1
B1352,T3,F,3,1
B1353,T3,M,3,1
B1354,T3,F,3,1
B1355,T3,F,3,1
B1356,T3,F,3,1
B1357,T3,F,3,1
B1358,T3,F,3,1
B1359,T3,F,3,1
B1360,T3,F,3,1
B1361,T3,F,3,1
B1362,T3,F,3,1
B1363,T3,M,3,1
B1364,T3,M,3,1
B1365,T3,M,3,1
B1366,T3,F,3,1
B1367,T3,F,3,1
B1368,T3,F,3,1
B1369,T3,M,3,1
B1370,T3,M,3,1
B1371,T3,M,3,1
B1372,T3,U,3,1
B1373,T3,F,3,1
B1374,T3,F,3,1
B1375,T3,M,3,1
B1376,T3,M,3,1
B1377,T3,M,3,1
B1378,T3,M,3,1
B1379,T3,M,3,1
B1380,T3,M,3,1
B1381,T3,M,3,1
B1382,T3,F,3,1
B1383,T3,F,3,1
B1384,T3,F,3,1
B1385,T3,F,3,1
B1386,T3,F,3,1
B1387,T3,F,3,1
B1388,T3,U,3,1
B1389,T3,M,3,1
B1390,T3,M,3,1
B1391,T3,U,3,1
B1392,T3,M,3,1
B1393,T3,M,3,1
B1394,T3,F,3,1
B1395,T3,F,3,1
B1396,T3,F,3,1
B1397,T3,F,3,1
B1398,T3,F,3,1
B1399,T3,F,3,1
B1400,T3,M,3,1
B1401,T3,M,3,1
B1402,T3,M,3,1
B1403,T3,M,3,1
B1404,T3,M,3,1
B1405,T3,M,3,1
B1406,T3,M,3,1
B1407,T3,M,3,1
B1408,T3,M,3,1
B1409,T3,M,3,1
B1410,T3,F,3,1
B1411,T3,M,3,1
B1412,T3,M,3,1
B1413,T3,U,3,1
B1415,T3,F,3,1
B1416,T3,F,3,1
B1417,T3,F,3,1
B1418,T3,F,3,1
B1419,T3,F,3,1
B1420,T3,F,3,1
B1421,T3,F,3,1
B1422,T3,F,3,1
B1423,T3,F,3,1
B1424,T3,F,3,1
B1425,T3,F,3,1
B1426,T3,M,3,1
B1427,T3,F,3,1
B1428,T3,F,3,1
B1429,T3,F,3,1
B1430,T3,F,3,1
B1431,T3,F,3,1
B1432,T3,F,3,1
B1433,T3,F,3,1
B1434,T3,F,3,1
B1435,T3,F,3,1
B1436,T3,F,3,1
B1437,T3,F,3,1
B1438,T3,M,3,1
B1439,T3,M,3,1
B1440,T3,F,3,1
B1441,T3,F,3,1
B1442,T3,M,3,1
B1443,T3,M,3,1
B1444,T3,M,3,1
B1445,T3,F,3,1
B1446,T3,F,3,1
B1447,T3,F,3,1
B1448,T3,F,3,1
B1449,T3,F,3,1
B1450,T3,F,3,1
B1451,T3,F,3,1
B1452,T3,M,3,1
B1453,T3,M,3,1
B1454,T3,M,3,1
B1455,T3,F,3,1
B1456,T3,F,3,1
B1457,T3,F,3,1
B1458,T3,F,3,1
B1459,T3,F,3,1
B1460,T3,F,3,1
B1461,T3,F,3,1
B1462,T3,F,3,1
B1463,T3,M,3,1
B1464,T3,F,3,1
B1465,T3,F,3,1
B1466,T3,F,3,1
B1467,T3,F,3,1
B1468,T3,F,3,1
B1469,T3,F,3,1
B1470,T3,F,3,1
B1471,T3,F,3,1
B1472,T3,F,3,1
B1474,T3,F,3,1
B1475,T3,F,3,1
B1476,T3,M,3,1
B1477,T3,M,3,1
B1478,T3,M,3,1
B1479,T3,M,3,1
B1480,T3,M,3,1
B1481,T3,M,3,1
B1482,T3,F,3,1
B1483,T3,F,3,1
B1484,T3,M,3,1
B1485,T3,M,3,1
B1486,T3,M,3,1
B1487,T3,F,3,1
B1488,T3,F,3,1
B1489,T3,F,3,1
B1490,T3,F,3,1
B1491,T3,F,3,1
B1492,T3,F,3,1
B1493,T3,F,3,1
B1494,T3,M,3,1
B1495,T3,F,3,1
B1496,T3,M,3,1
B1497,T3,F,3,1
B1498,T3,F,3,1
B1499,T3,F,3,1
B1500,T3,M,3,1
B1501,T3,F,3,1
B1502,T3,F,3,1
B1503,T3,F,3,1
B1504,T3,M,3,1
B1505,T3,F,3,1
B1506,T3,F,3,1
B1507,T3,F,3,1
B1508,T3,F,3,1
B1509,T3,F,3,1
B1510,T3,M,3,1
B1511,T3,M,3,1
B1512,T3,F,3,1
B1513,T3,F,3,1
B1514,T3,F,3,1
B1515,T3,F,3,1
B1516,T3,F,3,1
B1517,T3,F,3,1
B1518,T3,U,3,1
B1519,T3,M,3,1
B1520,T3,F,3,1
B1521,T3,F,3,1
B1522,T3,F,3,1
B1523,T3,F,3,1
B1524,T3,M,3,1
B1526,T3,F,3,1
B1527,T3,F,3,1
B1528,T3,F,3,1
B1529,T3,F,3,1
B1530,T3,F,3,1
B1531,T3,F,3,1
B1532,T3,M,3,1
B1533,T3,F,3,1
B1534,T3,F,3,1
B1535,T3,M,3,1
B1536,T3,M,3,1
B1537,T3,F,3,1
B1538,T3,F,3,1
B1539,T3,F,3,1
B1540,T3,F,3,1
B1541,T3,F,3,1
B1542,T3,F,3,1
B1543,T3,M,3,1
B1544,T3,M,3,1
B1545,T3,F,3,1
B1546,T3,F,3,1
B1547,T3,F,3,1
B1548,T3,M,3,1
B1550,T3,F,3,1
B1551,T3,F,3,1
B1552,T3,F,3,1
B1553,T3,F,2,1
B1554,T3,F,3,1
B1555,T3,F,3,1
B1556,T3,F,3,1
B1557,T3,F,3,1
B1558,T3,F,3,1
B1559,T3,M,3,1
B1560,T3,M,3,1
B1561,T3,M,3,1
B1562,T3,M,3,1
B1564,T3,M,3,1
B1565,T3,M,3,1
B1566,T3,M,3,1
B1567,T3,U,3,1
B1568,T3,M,3,1
B1569,T3,F,3,1
B1570,T3,F,3,1
B1571,T3,M,3,1
B1572,T3,M,3,1
B1573,T3,M,3,1
B1574,T3,F,3,1
B1575,T3,M,3,1
B1576,T3,M,3,1
B1577,T3,M,3,1
B1579,T3,M,3,1
B1580,T3,M,3,1
B1581,T3,M,3,1
B1582,T3,F,3,1
B1583,T3,F,3,1
B1584,T3,F,3,1
B1585,T3,F,3,1
B1586,T3,F,3,1
B1587,T3,F,3,1
B1588,T3,M,3,1
B1589,T3,F,3,1
B1590,T3,M,3,1
B1591,T3,M,3,1
B1592,T3,M,3,1
B1593,T3,M,3,1
B1594,T3,M,3,1
B1595,T3,M,3,1
B1596,T3,M,3,1
B1597,T3,M,3,1
B1598,T3,F,3,1
B1599,T3,M,3,1
B1600,T3,F,3,1
B1601,T3,F,3,1
B1602,T3,F,3,1
B1603,T3,F,3,1
B1604,T3,F,3,1
B1605,T3,F,3,1
B1606,T3,F,3,1
B1607,T3,M,3,1
B1608,T3,M,3,1
B1609,T3,U,3,1
B1610,T3,F,3,1
B1611,T3,F,3,1
B1612,T3,F,3,1
B1613,T3,F,3,1
B1614,T3,F,3,1
B1615,T3,F,3,1
B1616,T3,F,3,1
B1617,T3,F,3,1
B1618,T3,F,3,1
B1619,T3,M,3,1
B1620,T3,M,3,1
B1621,T3,M,3,1
B1622,T3,M,3,1
B1623,T3,M,3,1
B1624,T3,M,3,1
B1625,T3,F,3,1
B1626,T3,M,3,1
B1627,T3,F,3,1
B1628,T3,F,3,1
B1629,T3,F,3,1
B1630,T3,F,3,1
B1631,T3,F,3,1
B1632,T3,F,3,1
B1633,T3,F,3,1
B1634,T3,M,3,1
B1635,T3,F,3,1
B1636,T3,F,3,1
B1637,T3,F,3,1
B1638,T3,F,3,1
B1639,T3,F,3,1
B1640,T3,F,3,1
B1641,T3,F,3,1
B1642,T3,F,3,1
B1643,T3,F,3,1
B1644,T3,U,3,1
B1645,T3,F,3,1
B1646,T3,M,3,1
B1647,T3,M,3,1
B1648,T3,M,3,1
B1649,T3,M,3,1
B1650,T3,M,3,1
B1651,T3,F,3,1
B1652,T3,F,3,1
B1653,T3,F,3,1
B1654,T3,M,3,1
B1655,T3,F,3,1
B1656,T3,F,3,1
B1657,T3,F,3,1
B1658,T3,F,3,1
B1659,T3,M,3,1
B1660,T3,M,3,1
B1662,T3,M,3,1
B1663,T3,F,3,1
B1664,T3,F,3,1
B1665,T3,M,3,1
B1666,T3,F,3,1
B1667,T3,F,3,1
B1668,T3,M,3,1
B1669,T3,F,3,1
B1670,T3,F,3,1
B1671,T3,M,3,1
B1672,T3,M,3,1
B1673,T3,M,3,1
B1674,T3,M,3,1
B1675,T3,F,3,1
B1676,T3,F,3,1
B1677,T3,F,3,1
B1678,T3,F,3,1
B1679,T3,M,3,1
B1680,T3,M,3,1
B1681,T3,U,3,1
B1682,T3,M,3,1
B1683,T3,M,3,1
B1684,T3,U,3,1
B1685,T3,F,3,1
B1686,T3,F,3,1
B1687,T3,M,3,1
B1688,T3,F,3,1
B1689,T3,U,3,1
B1690,T3,M,3,1
B1691,T3,F,3,1
B1692,T3,F,3,1
B1693,T3,U,3,1
B1694,T3,F,3,1
B1695,T3,F,3,1
B1696,T3,F,3,1
B1697,T3,U,3,1
B1698,T3,U,3,1
B1699,T3,U,3,1
B1700,T3,U,3,1
B1701,T3,F,3,1
B1702,T3,F,3,1
B1703,T3,F,3,1
B1704,T3,F,3,1
B1705,T3,F,3,1
B1706,T3,F,3,1
B1707,T3,F,3,1
B1708,T3,F,3,1
B1709,T3,F,3,1
B1710,T3,F,3,1
B1711,T3,F,3,1
B1712,T3,F,3,1
B1713,T3,M,3,1
B1714,T3,M,3,1
B1715,T3,F,3,1
B1716,T3,F,3,1
B1717,T3,F,3,1
B1718,T3,F,3,1
B1719,T3,F,3,1
B1720,T3,F,3,1
B1721,T3,F,3,1
B1722,T3,F,3,1
B1723,T3,M,3,1
B1724,T3,M,3,1
B1725,T3,M,3,1
B1726,T3,M,3,1
B1727,T3,M,3,1
B1728,T3,M,3,1
B1730,T3,M,3,1
B1731,T3,M,3,1
B1732,T3,F,3,1
B1733,T3,M,3,1
B1734,T3,M,3,1
B1735,T3,M,3,1
B1736,T3,M,3,1
B1737,T3,M,3,1
B1738,T3,M,3,1
B1739,T3,M,3,1
B1740,T3,M,3,1
B1741,T3,M,3,1
B1742,T3,M,3,1
B1743,T3,M,3,1
B1744,T3,M,3,1
B1745,T3,F,3,1
B1746,T3,F,3,1
B1747,T3,F,3,1
B1748,T3,F,3,1
B1749,T3,F,3,1
B1750,T3,F,3,1
B1751,T3,F,3,1
B1752,T3,M,3,1
B1753,T3,F,3,1
B1754,T3,F,3,1
B1755,T3,F,3,1
B1756,T3,F,3,1
B1757,T3,F,3,1
B1758,T3,F,3,1
B1759,T3,M,3,1
B1760,T3,F,3,1
B1761,T3,F,3,1
B1762,T3,F,3,1
B1763,T3,F,3,1
B1764,T3,F,3,1
B1765,T3,F,3,1
B1766,T3,F,3,1
B1767,T3,F,3,1
B1768,T3,U,3,1
B1769,T3,F,3,1
B1770,T3,F,3,1
B1771,T3,M,3,1
B1772,T3,U,3,1
B1773,T3,M,3,1
B1774,T3,M,3,1
B1775,T3,F,3,1
B1776,T3,M,3,1
B1777,T3,M,3,1
B1778,T3,F,3,1
B1779,T3,F,3,1
B1780,T3,F,3,1
B1781,T3,F,3,1
B1782,T3,F,3,1
B1783,T3,F,3,1
B1784,T3,F,3,1
B1785,T3,F,3,1
B1786,T3,M,3,1
B1787,T3,M,3,1
B1788,T3,F,3,1
B1789,T3,F,3,1
B1790,T3,F,3,1
B1791,T3,U,3,1
B1792,T3,U,3,1
B1793,T3,U,3,1
B1794,T3,U,3,1
B1795,T3,M,3,1
B1796,T3,F,3,1
B1797,T3,F,3,1
B1798,T3,F,3,1
B1799,T3,F,3,1
B1800,T3,F,3,1
B1801,T3,F,3,1
B1802,T3,F,3,1
B1803,T3,M,3,1
B1804,T3,M,3,1
B1805,T3,F,3,1
B1806,T3,M,3,1
B1807,T3,M,3,1
B1808,T3,F,3,1
B1809,T3,F,3,1
B1810,T3,M,3,1
B1811,T3,M,3,1
B1812,T3,M,3,1
B1813,T3,F,3,1
B1814,T3,F,3,1
B1815,T3,F,3,1
B1816,T3,F,3,1
B1817,T3,F,3,1
B1818,T3,F,3,1
B1819,T3,M,3,1
B1821,T3,F,3,1
B1822,T3,F,3,1
B1823,T3,M,3,1
B1824,T3,F,3,1
B1825,T3,F,3,1
B1826,T3,F,3,1
B1827,T3,F,3,1
B1828,T3,U,3,1
B1829,T3,F,3,1
B1830,T3,M,3,1
B1831,T3,M,3,1
B1832,T3,F,3,1
B1833,T3,F,3,1
B1834,T3,F,3,1
B1835,T3,U,3,1
B1836,T3,F,3,1
B1837,T3,M,3,1
B1838,T3,M,3,1
B1839,T3,M,3,1
B1840,T3,F,3,1
B1841,T3,U,3,1
B1842,T3,F,3,1
B1843,T3,F,3,1
B1844,T3,F,3,1
B1845,T3,F,3,1
B1846,T3,M,3,1
B1847,T3,F,3,1
B1848,T3,F,3,1
B1849,T3,F,3,1
B1850,T3,F,3,1
B1851,T3,F,3,1
B1852,T3,F,3,1
B1853,T3,F,3,1
B1854,T3,F,3,1
B1855,T3,F,3,1
B1856,T3,F,3,1
B1857,T3,F,3,1
B1858,T3,M,3,1
B1859,T3,M,3,1
B1860,T3,F,3,1
B1861,T3,F,3,1
B1862,T3,F,3,1
B1863,T3,M,3,1
B1864,T3,M,3,1
B1865,T3,M,3,1
B1866,T3,M,3,1
B1867,T3,M,3,1
B1868,T3,M,3,1
B1869,T3,M,3,1
B1870,T3,M,3,1
B1871,T3,M,3,1
B1872,T3,M,3,1
B1873,T3,F,3,1
B1874,T3,F,3,1
B1875,T3,F,3,1
B1876,T3,U,3,1
B1877,T3,F,3,1
B1878,T3,F,3,1
B1879,T3,F,3,1
B1880,T3,F,3,1
B1881,T3,M,3,1
B1882,T3,U,3,1
B1883,T3,M,3,1
B1884,T3,M,3,1
B1885,T3,M,3,1
B1886,T3,F,3,1
B1887,T3,F,3,1
B1888,T3,M,3,1
B1889,T2,F,3,1
B1890,T3,U,3,1
B1891,T2,M,3,1
B1892,T2,U,3,1
B1893,T2,M,3,1
B1894,T2,U,3,1
B1895,T3,U,3,1
B1896,T2,M,3,1
B1897,T3,M,3,1
B1898,T2,M,3,1
B1899,T2,M,3,1
B1900,T2,M,3,1
B1901,T2,M,3,1
B1902,T2,M,3,1
B1903,T2,M,3,1
B1904,T2,M,3,1
B1905,T2,M,3,1
B1906,T3,F,3,1
B1907,T2,F,3,1
B1908,T2,F,3,1
B1909,T2,F,3,1
B1910,T2,F,3,1
B1911,T2,F,3,1
B1912,T2,F,3,1
B1913,T2,F,3,1
B1914,T2,M,3,1
B1915,T2,F,3,1
B1916,T2,M,3,1
B1917,T3,M,3,1
B1918,T2,M,3,1
B1919,T2,M,3,1
B1920,T2,M,3,1
B1921,T2,M,3,1
B1922,T3,M,3,1
B1923,T2,M,3,1
B1924,T2,M,3,1
B1925,T2,M,3,1
B1926,T2,M,3,1
B1927,T2,F,3,1
B1928,T2,F,3,1
B1929,T2,F,3,1
B1930,T2,F,3,1
B1931,T2,F,3,1
B1932,T3,F,3,1
B1933,T2,F,3,1
B1934,T2,F,3,1
B1935,T2,F,3,1
B1936,T2,F,3,1
B1937,T2,F,3,1
B1938,T2,F,3,1
B1939,T2,F,3,1
B1940,T2,F,3,1
B1941,T3,F,3,1
B1942,T2,F,3,1
B1943,T2,F,3,1
B1944,T2,F,3,1
B1945,T2,F,3,1
B1946,T2,F,3,1
B1947,T2,F,3,1
B1948,T2,F,3,1
B1949,T2,F,3,1
B1950,T2,F,3,1
B1951,T2,F,3,1
B1952,T2,F,3,1
B1953,T2,F,3,1
B1954,T2,M,3,1
B1955,T2,M,3,1
B1956,T2,M,3,1
B1957,T2,M,3,1
B1958,T2,M,3,1
B1959,T2,M,3,1
B1960,T2,M,3,1
B1961,T2,M,3,1
B1962,T3,M,3,1
B1963,T2,M,3,1
B1964,T2,M,3,1
B1965,T2,F,3,1
B1966,T2,F,3,1
B1967,T3,F,3,1
B1968,T2,F,3,1
B1969,T2,M,3,1
B1970,T2,M,3,1
B1971,T2,M,3,1
B1972,T3,F,3,1
B1973,T2,F,3,1
B1974,T2,F,3,1
B1975,T2,F,3,1
B1976,T2,F,3,1
B1977,T2,F,3,1
B1978,T2,F,3,1
B1979,T2,F,3,1
B1980,T2,F,3,1
B1981,T2,M,3,1
B1982,T2,M,3,1
B1983,T3,M,3,1
B1984,T3,M,3,1
B1985,T2,F,3,1
B1986,T2,F,3,1
B1987,T2,F,3,1
B1988,T2,F,3,1
B1989,T2,F,3,1
B1990,T2,F,3,1
B1991,T3,F,3,1
B1992,T2,F,3,1
B1993,T2,F,3,1
B1994,T2,F,3,1
B1995,T2,F,3,1
B1996,T2,F,3,1
B1997,T2,F,3,1
B1998,T2,F,3,1
B1999,T3,F,3,1
B2000,T2,F,3,1
B2001,T2,F,3,1
B2002,T2,F,3,1
B2003,T2,F,3,1
B2004,T2,F,3,1
B2005,T2,F,3,1
B2006,T2,F,3,1
B2007,T2,F,3,1
B2008,T2,F,3,1
B2009,T2,F,3,1
B2010,T2,F,3,1
B2011,T2,M,3,1
B2012,T2,F,3,1
B2013,T2,M,3,1
B2014,T2,M,3,1
B2015,T2,F,3,1
B2016,T3,F,3,1
B2017,T2,F,3,1
B2018,T2,F,3,1
B2019,T2,F,3,1
B2020,T2,F,3,1
B2021,T2,F,3,1
B2022,T2,F,3,1
B2023,T3,M,3,1
B2024,T2,M,3,1
B2025,T2,M,3,1
B2026,T2,M,3,1
B2027,T2,M,3,1
B2028,T2,M,3,1
B2029,T2,M,3,1
B2030,T2,M,3,1
B2031,T3,M,3,1
B2032,T2,M,3,1
B2033,T2,F,3,1
B2034,T2,F,3,1
B2035,T2,F,3,1
B2036,T3,F,3,1
B2037,T2,M,3,1
B2038,T3,F,3,1
B2039,T3,M,3,1
B2040,T2,M,3,1
B2041,T2,M,3,1
B2042,T3,F,3,1
B2043,T2,F,3,1
B2044,T3,F,3,1
B2045,T2,F,3,1
B2046,T3,F,3,1
B2047,T2,F,3,1
B2048,T2,F,3,1
B2049,T3,F,3,1
B2050,T2,F,3,1
B2051,T2,F,3,1
B2052,T2,F,3,1
B2053,T2,M,3,1
B2054,T2,F,3,1
B2055,T3,F,3,1
B2056,T2,M,3,1
B2057,T3,F,3,1
B2058,T2,M,3,1
B2059,T3,M,3,1
B2060,T3,M,3,1
B2061,T3,M,3,1
B2062,T3,F,3,1
B2063,T2,F,3,1
B2064,T2,F,3,1
B2065,T2,F,3,1
B2066,T2,F,3,1
B2067,T3,F,3,1
B2068,T2,F,3,1
B2069,T2,M,3,1
B2070,T3,F,3,1
B2071,T3,M,3,1
B2072,T2,F,3,1
B2073,T2,M,3,1
B2074,T3,F,3,1
B2075,T2,M,3,1
B2076,T2,F,3,1
B2077,T3,M,3,1
B2078,T2,M,3,1
B2079,T2,M,3,1
B2080,T2,F,3,1
B2081,T2,F,3,1
B2082,T2,M,3,1
B2083,T2,M,3,1
B2084,T2,U,3,1
B2085,T2,U,3,1
B2086,T2,M,3,1
B2087,T3,M,3,1
B2088,T2,M,3,1
B2089,T2,M,3,1
B2090,T2,M,3,1
B2091,T2,M,3,1
B2092,T2,M,3,1
B2093,T2,M,3,1
B2094,T2,F,3,1
B2095,T3,F,3,1
B2096,T2,M,3,1
B2097,T2,M,3,1
B2098,T3,F,3,1
B2099,T2,F,3,1
B2100,T2,F,3,1
B2101,T2,U,3,1
B2102,T3,F,3,1
B2103,T2,F,3,1
B2104,T2,M,3,1
B2105,T2,M,3,1
B2106,T2,F,3,1
B2107,T2,F,3,1
B2108,T2,M,3,1
B2109,T1,M,3,1
B2110,T2,F,3,1
B2111,T2,U,3,1
B2112,T2,M,3,1
B2113,T3,M,3,1
B2114,T2,M,3,1
B2115,T2,F,3,1
B2116,T2,M,3,1
B2117,T3,F,3,1
B2118,T2,M,3,1
B2119,T2,M,3,1
B2120,T2,M,3,1
B2121,T3,F,3,1
B2122,T3,F,3,1
B2123,T2,M,3,1
B2124,T2,F,3,1
B2125,T2,F,3,1
B2126,T2,M,3,1
B2127,T2,F,3,1
B2128,T2,F,3,1
B2129,T3,F,3,1
B2130,T2,F,3,1
B2131,T2,M,3,1
B2132,T2,M,3,1
B2133,T3,M,3,1
B2134,T2,M,3,1
B2135,T2,M,3,1
B2136,T2,M,3,1
B2137,T2,F,3,1
B2138,T2,M,3,1
B2139,T2,M,3,1
B2140,T2,M,3,1
B2141,T2,F,3,1
B2142,T3,M,3,1
B2143,T2,M,3,1
B2144,T2,M,3,1
B2145,T2,M,3,1
B2146,T2,M,3,1
B2147,T3,M,3,1
B2148,T2,M,3,1
B2149,T2,M,3,1
B2150,T2,M,3,1
B2151,T2,M,3,1
B2152,T2,U,3,1
B2153,T2,F,3,1
B2154,T2,F,3,1
B2155,T2,F,3,1
B2156,T2,F,3,1
B2157,T2,F,3,1
B2158,T2,M,3,1
B2159,T2,F,3,1
B2160,T2,F,3,1
B2161,T2,M,3,1
B2162,T2,M,3,1
B2163,T2,U,3,1
B2164,T2,F,3,1
B2165,T2,F,3,1
B2166,T2,F,3,1
B2167,T2,M,3,1
B2168,T2,M,3,1
B2169,T2,M,3,1
B2170,T2,M,3,1
B2171,T2,M,3,1
B2172,T2,M,3,1
B2173,T2,M,3,1
B2174,T2,M,3,1
B2175,T2,M,3,1
B2176,T2,F,3,1
B2177,T2,U,3,1
B2178,T2,F,3,1
B2179,T2,U,3,1
B2180,T2,U,3,1
B2181,T2,U,3,1
B2182,T2,U,3,1
B2184,T2,U,3,1
B2186,T2,M,3,1
B2187,T2,F,3,1
B2188,T2,F,3,1
B2189,T2,F,3,1
B2190,T2,F,3,1
B2191,T2,M,3,1
B2192,T3,M,3,1
B2193,T2,M,3,1
B2194,T2,M,3,1
B2195,T3,M,3,1
B2196,T2,M,3,1
B2197,T2,M,3,1
B2198,T2,M,3,1
B2199,T2,M,3,1
B2200,T2,M,3,1
B2201,T2,M,3,1
B2202,T3,M,3,1
B2203,T2,F,3,1
B2204,T2,F,3,1
B2205,T2,F,3,1
B2206,T2,F,3,1
B2207,T3,F,3,1
B2208,T2,F,3,1
B2209,T2,F,3,1
B2210,T2,M,3,1
B2211,T2,M,3,1
B2212,T3,M,3,1
B2213,T2,M,3,1
B2214,T2,F,3,1
B2215,T2,M,3,1
B2216,T2,M,3,1
B2217,T3,M,3,1
B2218,T2,M,3,1
B2219,T2,M,3,1
B2220,T3,M,3,1
B2221,T2,F,3,1
B2222,T3,M,3,1
B2223,T2,M,3,1
B2224,T2,M,3,1
B2225,T2,M,3,1
B2226,T2,M,3,1
B2227,T2,M,3,1
B2228,T2,F,3,1
B2229,T2,M,3,1
B2230,T2,F,3,1
B2231,T3,F,3,1
B2232,T2,F,3,1
B2233,T2,F,3,1
B2234,T2,M,3,1
B2235,T2,M,3,1
B2236,T2,M,3,1
B2237,T2,M,3,1
B2238,T3,M,3,1
B2239,T3,M,3,1
B2240,T2,M,3,1
B2241,T2,M,3,1
B2242,T2,M,3,1
B2243,T3,M,3,1
